Konten,cleaned_text,tokens,stemmed_tokens,stemmed_text
"menurut saya lebih baik dilakukan sebagai berikut: 1. Mewajibkan Perusahaan perusahaan untuk memperkecil lahan untuk parkir, tujuannya untuk mempersulit karyawan atau masyarakat umum buat parkir kendaraannya... 2. mewajibkan setiap perusahaan untuk menyediakan kendaraan bus untuk antar pulang karyawan... 3. menurunkan subsidi secara bertahap terhadap bahan bakar kendaraan di wilayah jakarta (polusi tinggi)... 4. meningkatkan harga kendaraan sedikit demi sedikit melalui biaya biaya yg dibebankan kepada produsen... 5. mewajibkan setiap pemilik kendaraan buat mengganti kendaraan dalam jangka waktu tertentu contoh: 20 tahun, jika tidak mengganti maka akan sulit buat membuat plat nomor, ataupun perpanjangan stnk, jika ditilang maka bayaran denda akan lebih mahal berkali kali lipat... 6. bikin ongkos Naik angkutan umum lebih murah lagi, selain itu pemerintah jakarta perlu untuk turunin subsidi secara bertahap biar harga bahan bakar mahal, dan org enggan buat sering naik motor nya... Pemerintah jgn cuma fokus infrastruktur jalanan aja, tpi Fokus kerjasama dengan pemerintah luar negeri contoh: PLTU tenaga sampah/nuklir/air/matahari...",menurut saya lebih baik dilakukan sebagai berikut mewajibkan perusahaan perusahaan untuk memperkecil lahan untuk parkir tujuannya untuk mempersulit karyawan atau masyarakat umum buat parkir kendaraannya mewajibkan setiap perusahaan untuk menyediakan kendaraan bus untuk antar pulang karyawan menurunkan subsidi secara bertahap terhadap bahan bakar kendaraan  wilayah jakarta polusi tinggi meningkatkan harga kendaraan sedikit demi sedikit melalui biaya biaya  dibebankan kepada produsen mewajibkan setiap pemilik kendaraan buat mengganti kendaraan dalam jangka waktu tertentu contoh tahun jika tidak mengganti maka akan sulit buat membuat plat nomor ataupun perpanjangan stnk jika ditilang maka bayaran denda akan lebih mahal berkali kali lipat bikin ongkos naik angkutan umum lebih murah lagi selain itu pemerintah jakarta perlu untuk turunin subsidi secara bertahap biar harga bahan bakar mahal  org enggan buat sering naik motor  pemerintah jgn cuma fokus infrastruktur jalanan aja tpi fokus kerjasama dengan pemerintah luar negeri contoh pltu tenaga sampahnuklirairmatahari,"['mewajibkan', 'perusahaan', 'perusahaan', 'memperkecil', 'lahan', 'parkir', 'tujuannya', 'mempersulit', 'karyawan', 'masyarakat', 'parkir', 'kendaraannya', 'mewajibkan', 'perusahaan', 'menyediakan', 'kendaraan', 'bus', 'pulang', 'karyawan', 'menurunkan', 'subsidi', 'bertahap', 'bahan', 'bakar', 'kendaraan', 'wilayah', 'jakarta', 'polusi', 'meningkatkan', 'harga', 'kendaraan', 'biaya', 'biaya', 'dibebankan', 'produsen', 'mewajibkan', 'pemilik', 'kendaraan', 'mengganti', 'kendaraan', 'jangka', 'contoh', 'mengganti', 'sulit', 'plat', 'nomor', 'perpanjangan', 'stnk', 'ditilang', 'bayaran', 'denda', 'mahal', 'berkali', 'kali', 'lipat', 'bikin', 'ongkos', 'angkutan', 'murah', 'pemerintah', 'jakarta', 'turunin', 'subsidi', 'bertahap', 'biar', 'harga', 'bahan', 'bakar', 'mahal', 'org', 'enggan', 'motor', 'pemerintah', 'jgn', 'fokus', 'infrastruktur', 'jalanan', 'aja', 'tpi', 'fokus', 'kerjasama', 'pemerintah', 'negeri', 'contoh', 'pltu', 'tenaga', 'sampahnuklirairmatahari']","['wajib', 'usaha', 'usaha', 'kecil', 'lahan', 'parkir', 'tuju', 'sulit', 'karyawan', 'masyarakat', 'parkir', 'kendara', 'wajib', 'usaha', 'sedia', 'kendara', 'bus', 'pulang', 'karyawan', 'turun', 'subsidi', 'tahap', 'bahan', 'bakar', 'kendara', 'wilayah', 'jakarta', 'polusi', 'tingkat', 'harga', 'kendara', 'biaya', 'biaya', 'beban', 'produsen', 'wajib', 'milik', 'kendara', 'ganti', 'kendara', 'jangka', 'contoh', 'ganti', 'sulit', 'plat', 'nomor', 'panjang', 'stnk', 'tilang', 'bayar', 'denda', 'mahal', 'kali', 'kali', 'lipat', 'bikin', 'ongkos', 'angkut', 'murah', 'perintah', 'jakarta', 'turunin', 'subsidi', 'tahap', 'biar', 'harga', 'bahan', 'bakar', 'mahal', 'org', 'enggan', 'motor', 'perintah', 'jgn', 'fokus', 'infrastruktur', 'jalan', 'aja', 'tpi', 'fokus', 'kerjasama', 'perintah', 'negeri', 'contoh', 'pltu', 'tenaga', 'sampahnuklirairmatahari']",wajib usaha usaha kecil lahan parkir tuju sulit karyawan masyarakat parkir kendara wajib usaha sedia kendara bus pulang karyawan turun subsidi tahap bahan bakar kendara wilayah jakarta polusi tingkat harga kendara biaya biaya beban produsen wajib milik kendara ganti kendara jangka contoh ganti sulit plat nomor panjang stnk tilang bayar denda mahal kali kali lipat bikin ongkos angkut murah perintah jakarta turunin subsidi tahap biar harga bahan bakar mahal org enggan motor perintah jgn fokus infrastruktur jalan aja tpi fokus kerjasama perintah negeri contoh pltu tenaga sampahnuklirairmatahari
"Motor2 2 tak stop beroperasi kyk motor rx king, vespa lama yg semua bikin polusi. Termsk razia mobil2 dan truk tua yg tdk go green, asapnya tebal pekat
",motor tak stop beroperasi kyk motor rx king vespa lama  semua bikin polusi termsk razia mobil  truk tua  tdk go green asapnya tebal pekat,"['motor', 'stop', 'beroperasi', 'kyk', 'motor', 'rx', 'king', 'vespa', 'bikin', 'polusi', 'termsk', 'razia', 'mobil', 'truk', 'tua', 'tdk', 'go', 'green', 'asapnya', 'tebal', 'pekat']","['motor', 'stop', 'operasi', 'kyk', 'motor', 'rx', 'king', 'vespa', 'bikin', 'polusi', 'termsk', 'razia', 'mobil', 'truk', 'tua', 'tdk', 'go', 'green', 'asap', 'tebal', 'pekat']",motor stop operasi kyk motor rx king vespa bikin polusi termsk razia mobil truk tua tdk go green asap tebal pekat
"Banyaknya motor dan mobil menambah polusi.

Jumlah motor saja sudah berjibun banyaknya",banyaknya motor  mobil menambah polusi jumlah motor saja sudah berjibun banyaknya,"['banyaknya', 'motor', 'mobil', 'menambah', 'polusi', 'motor', 'berjibun', 'banyaknya']","['banyak', 'motor', 'mobil', 'tambah', 'polusi', 'motor', 'jibun', 'banyak']",banyak motor mobil tambah polusi motor jibun banyak
Kalau berita gini dikit viewersnya,kalau berita gini dikit viewersnya,"['berita', 'gini', 'dikit', 'viewersnya']","['berita', 'gin', 'dikit', 'viewersnya']",berita gin dikit viewersnya
Tiru  aturan singapore terutama pembatasan kendaraan pribadi,tiru aturan singapore terutama pembatasan kendaraan pribadi,"['tiru', 'aturan', 'singapore', 'pembatasan', 'kendaraan', 'pribadi']","['tiru', 'atur', 'singapore', 'batas', 'kendara', 'pribadi']",tiru atur singapore batas kendara pribadi
Bagus dong! Prestasi internasional!,bagus dong prestasi internasional,"['bagus', 'prestasi', 'internasional']","['bagus', 'prestasi', 'internasional']",bagus prestasi internasional
Ada banyak sepeda motor....,ada banyak sepeda motor,"['sepeda', 'motor']","['sepeda', 'motor']",sepeda motor
Terimakasih pak gubernur. jadikan nomor wahid sedunia.,terimakasih pak gubernur jadikan nomor wahid sedunia,"['terimakasih', 'gubernur', 'jadikan', 'nomor', 'wahid', 'sedunia']","['terimakasih', 'gubernur', 'jadi', 'nomor', 'wahid', 'dunia']",terimakasih gubernur jadi nomor wahid dunia
Hahha kenapa PLTU ga disebut di berita,hahha kenapa pltu ga disebut  berita,"['hahha', 'pltu', 'ga', 'berita']","['hahha', 'pltu', 'ga', 'berita']",hahha pltu ga berita
Mayoritas orang jakarta perokok kenapa harus takut dengan asap polusi,mayoritas orang jakarta perokok kenapa harus takut dengan asap polusi,"['mayoritas', 'orang', 'jakarta', 'perokok', 'takut', 'asap', 'polusi']","['mayoritas', 'orang', 'jakarta', 'okok', 'takut', 'asap', 'polusi']",mayoritas orang jakarta okok takut asap polusi
Mantap semoga cepat.....,mantap semoga cepat,"['mantap', 'semoga', 'cepat']","['mantap', 'moga', 'cepat']",mantap moga cepat
Jam 3 pagi udara bersih.,jam pagi udara bersih,"['jam', 'pagi', 'udara', 'bersih']","['jam', 'pagi', 'udara', 'bersih']",jam pagi udara bersih
Otw pindah ke bogor dah…,otw pindah ke bogor dah…,"['otw', 'pindah', 'bogor', 'dah…']","['otw', 'pindah', 'bogor', 'dah']",otw pindah bogor dah
"Jangan lupa, Pabrik di sekitar Jabodetabek dan cuaca juga berpengaruh.",jangan lupa pabrik  sekitar jabodetabek  cuaca juga berpengaruh,"['lupa', 'pabrik', 'jabodetabek', 'cuaca', 'berpengaruh']","['lupa', 'pabrik', 'jabodetabek', 'cuaca', 'pengaruh']",lupa pabrik jabodetabek cuaca pengaruh
Semngat buat jakarta namanya juga ibukota,semngat buat jakarta namanya juga ibukota,"['semngat', 'jakarta', 'namanya', 'ibukota']","['semngat', 'jakarta', 'nama', 'ibukota']",semngat jakarta nama ibukota
Vidionya pakai HP kah? Kok burem,vidionya pakai hp kah kok burem,"['vidionya', 'pakai', 'hp', 'kah', 'burem']","['vidionya', 'pakai', 'hp', 'kah', 'burem']",vidionya pakai hp kah burem
2024 Saat nya Upgrade kendaraan BBM ke Listrik,saat  upgrade kendaraan bbm ke listrik,"['upgrade', 'kendaraan', 'bbm', 'listrik']","['upgrade', 'kendara', 'bbm', 'listrik']",upgrade kendara bbm listrik
Salah aniss,salah aniss,"['salah', 'aniss']","['salah', 'aniss']",salah aniss
Alhamdulillah jadi sepi hujatan karena gubernur sudah ganti,alhamdulillah jadi sepi hujatan karena gubernur sudah ganti,"['alhamdulillah', 'sepi', 'hujatan', 'gubernur', 'ganti']","['alhamdulillah', 'sepi', 'hujat', 'gubernur', 'ganti']",alhamdulillah sepi hujat gubernur ganti
Solusinya mobil listrik,solusinya mobil listrik,"['solusinya', 'mobil', 'listrik']","['solusi', 'mobil', 'listrik']",solusi mobil listrik
Yg punya motor jual motornya,punya motor jual motornya,"['motor', 'jual', 'motornya']","['motor', 'jual', 'motor']",motor jual motor
Bikin UU melarang untuk seluruh warga bakar sampah kapanpun. Lu jangan coba2 di eropa atau amrik bakar2 sampah. Ini negara2 kafir tapi lu nyaman tinggal di sana. Kenapa kita yg banyak slogan2 agama tapi perilaku kaga sinkron sama agama yg dipercaya. Something is wrong bro,bikin uu melarang untuk seluruh warga bakar sampah kapanpun lu jangan coba  eropa atau amrik bakar sampah  negara kafir tapi lu nyaman tinggal  sana kenapa kita  banyak slogan agama tapi perilaku kaga sinkron sama agama  dipercaya something is wrong bro,"['bikin', 'uu', 'melarang', 'warga', 'bakar', 'sampah', 'lu', 'coba', 'eropa', 'amrik', 'bakar', 'sampah', 'negara', 'kafir', 'lu', 'nyaman', 'tinggal', 'slogan', 'agama', 'perilaku', 'kaga', 'sinkron', 'agama', 'dipercaya', 'something', 'is', 'wrong', 'bro']","['bikin', 'uu', 'larang', 'warga', 'bakar', 'sampah', 'lu', 'coba', 'eropa', 'amrik', 'bakar', 'sampah', 'negara', 'kafir', 'lu', 'nyaman', 'tinggal', 'slogan', 'agama', 'perilaku', 'kaga', 'sinkron', 'agama', 'percaya', 'something', 'is', 'wrong', 'bro']",bikin uu larang warga bakar sampah lu coba eropa amrik bakar sampah negara kafir lu nyaman tinggal slogan agama perilaku kaga sinkron agama percaya something is wrong bro
Penyakit ISPA akan meningkat di Jkt…,penyakit ispa akan meningkat  jkt…,"['penyakit', 'ispa', 'meningkat', 'jkt…']","['sakit', 'ispa', 'tingkat', 'jkt']",sakit ispa tingkat jkt
AQI mencapai 150 tembus... gak ada penaganan apa yah? Kalo di luar AQI 120 saja sudah wanti2. Lah ini tmbus 150. Diem2 aja.  sangat tidak sehat,aqi mencapai tembus gak ada penaganan apa yah kalo  luar aqi saja sudah wanti lah  tmbus diem aja sangat tidak sehat,"['aqi', 'mencapai', 'tembus', 'gak', 'penaganan', 'yah', 'kalo', 'aqi', 'wanti', 'tmbus', 'diem', 'aja', 'sehat']","['aqi', 'capai', 'tembus', 'gak', 'tagan', 'yah', 'kalo', 'aqi', 'wanti', 'tmbus', 'diem', 'aja', 'sehat']",aqi capai tembus gak tagan yah kalo aqi wanti tmbus diem aja sehat
I dont care. Mau tenggelam juga,i dont care mau tenggelam juga,"['i', 'dont', 'care', 'tenggelam']","['i', 'dont', 'care', 'tenggelam']",i dont care tenggelam
"
Virus baru",virus baru,['virus'],['virus'],virus
